locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15,id
127,239,113,372,428,101,215,164,103,78,125,239,205,261,124,sample_1185
125,239,105,372,426,104,215,168,103,82,125,239,213,261,124,sample_1186
119,239,105,362,424,104,210,159,109,80,119,239,205,262,122,sample_1187
121,239,105,364,426,107,210,172,109,80,125,236,209,262,122,sample_1188
125,239,109,372,426,107,215,168,106,78,125,233,213,261,122,sample_1189
129,245,109,370,428,101,215,172,100,78,127,239,213,261,124,sample_1190
129,245,109,366,426,104,210,164,106,80,127,245,209,270,122,sample_1191
127,242,105,366,428,107,210,168,103,82,129,245,209,272,122,sample_1192
123,239,105,372,426,101,215,172,103,80,125,236,213,261,124,sample_1193
119,236,109,364,426,107,210,164,97,86,125,239,213,264,124,sample_1194
127,245,105,368,428,107,210,159,109,80,129,242,213,272,122,sample_1195
123,239,109,370,426,101,215,172,100,78,123,239,209,261,124,sample_1196
123,233,105,368,428,107,210,172,97,84,125,233,205,270,122,sample_1197
125,236,109,372,428,101,215,168,100,80,125,239,209,264,124,sample_1198
123,239,113,370,428,101,210,172,106,86,125,239,209,264,124,sample_1199
125,239,105,372,428,107,215,164,100,78,123,245,205,262,122,sample_1200
127,245,105,364,426,104,210,172,109,80,127,242,213,272,122,sample_1201
119,239,101,364,422,110,210,164,109,86,123,239,205,266,124,sample_1202
123,239,105,372,426,101,215,172,97,80,127,239,205,261,122,sample_1203
129,239,105,364,428,98,215,164,106,82,129,242,209,266,122,sample_1204
125,239,109,368,428,101,215,172,100,82,129,245,205,264,124,sample_1205
119,239,113,370,426,98,210,164,109,86,119,239,213,261,122,sample_1206
125,239,109,370,426,101,215,164,103,78,127,239,205,264,122,sample_1207
123,239,105,362,426,110,210,172,100,86,121,242,209,262,122,sample_1208
119,239,105,364,424,101,215,176,106,84,123,233,205,264,124,sample_1209
125,236,113,362,428,107,210,172,106,86,125,236,205,266,124,sample_1210
121,236,105,370,428,104,215,168,100,84,121,239,205,262,124,sample_1211
123,233,101,362,428,107,215,172,106,84,119,233,205,264,124,sample_1212
125,239,105,368,424,101,215,168,100,80,129,239,213,261,124,sample_1213
129,233,109,372,422,104,215,164,106,78,127,239,209,264,124,sample_1214
129,236,109,368,426,98,215,168,106,86,129,236,213,261,124,sample_1215
121,233,109,361,428,104,215,168,106,84,119,239,205,264,124,sample_1216
125,239,105,368,428,101,215,168,100,78,127,239,209,261,124,sample_1217
127,239,109,368,428,101,215,168,97,78,125,236,213,261,122,sample_1218
125,242,105,362,428,101,210,172,97,86,125,233,201,264,124,sample_1219
121,236,101,368,422,98,210,164,106,84,125,236,201,270,122,sample_1220
123,239,113,370,422,107,215,168,100,78,125,239,209,264,124,sample_1221
125,239,105,370,426,104,215,168,103,82,127,239,209,261,124,sample_1222
129,233,105,368,428,107,215,172,109,80,121,242,205,268,124,sample_1223
125,236,105,372,428,107,210,164,103,82,127,245,209,272,122,sample_1224
127,242,105,364,428,98,210,159,103,82,125,245,213,272,122,sample_1225
121,236,105,362,426,107,210,164,106,86,121,242,205,262,124,sample_1226
121,239,105,372,422,104,215,168,106,78,127,233,205,261,122,sample_1227
121,233,109,372,422,101,215,172,100,80,129,236,213,264,124,sample_1228
119,236,109,364,426,104,215,164,112,86,119,242,213,264,124,sample_1229
119,239,105,361,426,104,215,164,109,82,125,239,205,262,124,sample_1230
125,233,109,372,428,98,215,164,103,80,127,236,205,261,122,sample_1231
125,239,109,372,426,101,215,168,100,80,127,239,209,261,124,sample_1232
119,233,109,362,428,98,210,172,106,86,121,239,205,268,124,sample_1233
127,239,105,364,428,98,210,164,103,82,127,245,213,272,122,sample_1234
121,239,105,366,422,104,215,159,106,86,119,236,201,262,124,sample_1235
125,236,105,370,428,98,210,168,109,84,125,236,213,268,124,sample_1236
125,242,101,364,426,104,210,164,103,82,125,236,205,272,124,sample_1237
127,239,105,370,428,104,215,172,100,78,125,239,205,262,124,sample_1238
125,239,109,370,422,107,215,172,100,80,123,239,205,262,124,sample_1239
125,239,109,372,424,101,210,164,100,78,129,245,205,261,124,sample_1240
129,233,105,372,428,101,210,172,100,78,125,239,205,262,124,sample_1241
129,233,101,368,424,101,210,172,106,86,121,242,205,268,124,sample_1242
127,239,105,368,428,98,215,172,100,80,125,245,209,262,124,sample_1243
123,242,105,370,428,104,210,172,97,86,123,239,205,264,124,sample_1244
129,239,101,364,428,104,210,168,109,84,127,236,213,272,122,sample_1245
121,239,101,362,426,98,210,164,106,84,125,242,205,262,122,sample_1246
125,239,109,372,424,104,215,176,103,78,125,239,209,261,124,sample_1247
125,239,109,370,424,98,215,168,100,78,123,233,209,262,124,sample_1248
125,236,113,372,426,101,215,172,106,80,129,242,205,261,122,sample_1249
125,233,109,372,428,104,215,164,106,82,127,239,209,262,124,sample_1250
127,245,101,372,428,104,210,164,109,82,125,242,213,266,124,sample_1251
123,242,105,362,422,107,215,164,109,80,125,239,213,264,124,sample_1252
127,236,105,364,428,98,210,164,103,82,127,236,213,272,122,sample_1253
119,239,105,361,424,107,210,172,106,80,125,239,209,262,124,sample_1254
129,233,109,364,426,98,210,176,106,86,125,236,205,262,122,sample_1255
119,242,113,364,428,98,210,172,109,80,121,239,205,264,124,sample_1256
123,233,105,364,424,104,210,164,106,86,123,233,205,264,122,sample_1257
119,233,109,362,424,104,210,172,106,86,121,239,205,262,122,sample_1258
119,233,109,364,424,107,215,172,109,86,129,236,209,270,124,sample_1259
125,239,105,370,424,107,215,172,103,82,125,233,209,261,124,sample_1260
127,239,109,372,426,104,215,164,97,80,129,239,209,261,124,sample_1261
125,239,109,372,428,104,215,159,100,80,123,239,205,264,124,sample_1262
125,242,105,364,428,107,210,164,112,82,127,242,209,268,122,sample_1263
127,242,101,364,428,107,210,172,106,84,127,239,213,272,122,sample_1264
123,239,105,364,426,107,210,172,106,86,119,236,213,264,124,sample_1265
129,233,109,372,426,107,210,164,106,82,127,245,213,272,122,sample_1266
127,245,109,372,428,104,210,164,109,82,125,245,209,266,122,sample_1267
119,236,101,362,428,107,210,164,106,86,121,233,205,264,122,sample_1268
125,239,109,372,424,104,215,172,100,80,127,233,205,261,122,sample_1269
127,236,105,370,422,101,215,164,97,80,127,242,213,262,124,sample_1270
119,233,101,364,428,107,210,172,106,86,125,233,205,261,124,sample_1271
129,245,105,364,428,98,215,164,97,80,127,245,209,268,122,sample_1272
119,236,113,364,426,101,215,172,112,84,121,233,201,262,122,sample_1273
123,233,101,364,422,107,210,172,100,80,123,239,213,261,124,sample_1274
127,239,105,370,426,104,215,172,100,82,125,239,209,261,124,sample_1275
127,233,105,368,426,101,215,168,106,78,127,239,205,262,122,sample_1276
129,236,113,370,426,104,210,172,112,86,121,233,205,266,124,sample_1277
121,236,105,364,428,110,210,164,106,82,125,242,205,264,124,sample_1278
129,239,105,370,428,104,215,172,103,80,123,239,205,262,124,sample_1279
123,239,105,372,422,101,215,172,97,78,125,233,209,261,124,sample_1280
119,239,109,368,424,104,210,172,100,84,125,239,205,266,122,sample_1281
121,242,105,368,426,98,210,176,103,84,125,233,209,264,124,sample_1282
127,242,101,364,428,104,210,172,100,80,129,242,213,268,122,sample_1283
125,239,109,372,426,98,215,172,106,82,129,233,213,261,124,sample_1284
119,236,113,370,426,101,210,164,100,86,123,233,205,264,124,sample_1285
127,239,113,370,426,101,215,168,97,78,123,236,209,261,124,sample_1286
123,236,113,368,424,104,210,164,106,86,121,236,201,264,122,sample_1287
123,236,105,364,426,104,215,172,100,84,123,242,205,268,124,sample_1288
123,233,109,368,424,107,210,172,109,80,121,236,205,268,122,sample_1289
127,242,101,364,426,104,210,164,103,82,127,239,209,268,122,sample_1290
127,245,105,364,428,104,210,159,106,82,129,233,209,262,122,sample_1291
127,242,101,364,428,101,210,164,100,80,127,239,213,272,124,sample_1292
129,233,109,370,422,101,215,176,100,78,129,245,205,261,124,sample_1293
119,239,101,364,428,104,210,172,109,86,125,239,213,264,124,sample_1294
125,236,105,370,428,104,215,164,100,82,129,239,213,264,124,sample_1295
125,239,105,370,424,101,215,172,100,78,123,236,213,264,124,sample_1296
127,245,109,372,424,104,215,164,112,82,127,242,213,272,122,sample_1297
123,236,105,372,424,104,215,172,106,80,123,239,209,262,124,sample_1298
129,236,105,368,424,107,215,159,97,86,125,233,209,262,124,sample_1299
119,233,109,361,426,104,210,172,106,86,121,239,213,268,124,sample_1300
127,239,105,372,422,107,215,168,97,82,127,233,209,262,124,sample_1301
121,239,109,368,424,104,210,172,109,80,121,239,213,262,124,sample_1302
123,233,109,366,422,107,215,172,97,82,125,239,213,264,122,sample_1303
127,239,105,362,426,104,210,176,106,84,127,236,205,264,124,sample_1304
123,239,105,370,424,104,215,172,109,84,123,236,209,262,124,sample_1305
125,239,105,370,426,107,215,168,106,82,127,239,209,262,124,sample_1306
129,233,109,364,428,104,215,164,109,82,127,236,213,264,122,sample_1307
119,233,109,364,426,107,210,176,106,84,123,236,201,264,122,sample_1308
125,233,109,372,422,101,215,164,100,80,125,239,209,261,124,sample_1309
129,236,105,368,428,104,215,172,106,82,125,239,209,261,122,sample_1310
127,239,109,372,426,104,215,168,100,78,125,239,213,261,124,sample_1311
125,245,105,372,422,98,215,168,100,78,129,239,205,261,122,sample_1312
123,239,105,370,428,98,210,172,103,82,125,239,205,261,124,sample_1313
119,236,113,364,424,107,215,164,103,84,125,236,209,264,122,sample_1314
127,239,109,368,426,104,215,164,103,78,123,239,209,261,124,sample_1315
121,239,109,372,422,104,215,172,97,78,127,233,209,264,124,sample_1316
119,239,105,361,428,104,215,172,109,86,129,239,201,264,124,sample_1317
125,242,105,372,422,104,215,168,100,78,125,239,205,261,124,sample_1318
125,239,109,370,422,104,215,168,97,78,125,239,205,261,124,sample_1319
123,236,105,364,426,104,210,176,100,80,123,233,209,264,124,sample_1320
121,236,105,364,424,107,210,176,106,86,125,236,213,264,124,sample_1321
127,245,113,368,426,101,215,164,97,82,129,239,205,261,124,sample_1322
129,239,113,370,428,101,215,164,97,80,127,245,205,264,124,sample_1323
125,236,113,372,426,98,215,172,106,78,129,239,213,264,124,sample_1324
125,236,105,370,426,104,210,164,112,86,123,242,205,266,124,sample_1325
125,239,105,368,428,101,215,168,100,78,127,233,205,264,124,sample_1326
127,242,101,372,428,107,210,164,106,82,127,233,209,262,122,sample_1327
123,233,101,366,426,104,210,176,109,80,121,233,209,264,124,sample_1328
129,245,109,364,428,104,210,164,109,82,129,245,213,272,122,sample_1329
125,239,109,370,428,101,215,172,103,78,125,239,205,262,124,sample_1330
119,236,113,368,428,110,215,168,106,84,127,233,213,264,122,sample_1331
127,239,105,368,422,104,215,164,100,78,129,239,205,264,124,sample_1332
125,242,113,372,422,101,215,168,106,80,129,233,209,264,124,sample_1333
121,239,109,368,424,110,210,172,106,86,123,239,205,262,124,sample_1334
125,242,109,372,426,101,215,172,106,82,125,239,209,261,124,sample_1335
127,245,101,364,428,104,210,164,112,82,127,236,213,264,122,sample_1336
125,236,109,364,422,110,210,159,100,86,123,236,213,266,122,sample_1337
119,236,109,364,428,107,210,159,100,84,123,236,213,264,122,sample_1338
129,236,109,370,426,107,215,168,106,80,127,239,205,264,122,sample_1339
129,236,109,370,426,101,215,172,100,78,125,239,209,261,124,sample_1340
121,236,105,370,424,107,210,172,106,86,125,233,205,264,124,sample_1341
123,239,113,361,426,104,210,164,112,80,121,239,209,264,124,sample_1342
129,239,113,372,428,107,215,168,97,80,129,239,205,264,124,sample_1343
129,245,101,364,428,107,215,164,109,80,125,239,209,266,124,sample_1344
127,239,109,370,426,107,210,164,103,80,127,242,205,272,122,sample_1345
129,239,105,368,424,101,215,176,100,78,125,239,209,261,124,sample_1346
127,242,101,370,428,107,215,159,109,84,129,233,213,266,124,sample_1347
123,233,105,361,428,107,210,172,106,86,119,236,205,264,122,sample_1348
125,242,105,370,422,98,215,172,106,80,127,239,209,261,124,sample_1349
125,239,105,370,428,98,210,164,103,82,127,239,205,264,124,sample_1350
125,239,109,372,424,104,215,168,100,80,127,239,205,264,122,sample_1351
121,236,109,368,424,104,210,172,106,86,123,239,205,264,124,sample_1352
127,245,109,368,424,110,210,159,109,82,129,242,213,272,124,sample_1353
129,242,101,364,426,98,215,172,106,82,129,233,209,272,122,sample_1354
125,245,109,370,428,107,215,159,106,82,127,236,209,262,122,sample_1355
121,233,101,361,428,107,210,172,106,82,123,242,205,268,122,sample_1356
125,239,105,370,428,98,215,172,97,82,127,239,213,264,124,sample_1357
121,239,105,364,428,107,210,159,106,86,123,239,205,264,122,sample_1358
129,239,101,372,424,101,215,164,109,82,125,245,213,268,122,sample_1359
129,239,101,364,428,104,210,164,109,82,127,242,209,272,122,sample_1360
121,239,109,370,422,98,215,168,97,78,127,239,205,262,124,sample_1361
125,236,105,372,426,101,215,172,100,78,127,239,205,262,124,sample_1362
121,236,109,370,426,107,210,164,106,84,125,233,205,266,122,sample_1363
123,239,105,364,424,104,215,164,109,86,125,239,209,264,124,sample_1364
119,233,109,364,424,107,210,172,109,86,123,236,205,264,124,sample_1365
129,242,101,366,428,104,210,164,109,82,129,242,213,262,122,sample_1366
125,239,105,370,426,104,210,172,103,82,123,239,209,262,124,sample_1367
121,239,105,372,426,101,215,172,100,80,125,239,205,261,124,sample_1368
119,239,109,366,422,107,215,168,106,82,129,239,205,266,124,sample_1369
127,245,101,366,428,104,210,159,106,80,129,245,213,272,122,sample_1370
125,236,105,364,428,110,210,164,106,80,129,245,213,272,122,sample_1371
123,239,105,372,422,98,215,168,100,80,123,239,209,261,122,sample_1372
125,239,105,370,424,101,215,172,100,82,125,239,213,261,122,sample_1373
121,236,105,368,428,98,210,172,109,86,125,236,213,266,124,sample_1374
121,242,105,366,426,107,210,172,106,86,125,233,213,268,124,sample_1375
129,242,109,364,428,107,215,172,103,82,125,245,213,272,122,sample_1376
121,239,109,370,426,98,215,168,97,80,125,239,209,261,124,sample_1377
129,239,113,372,424,104,215,168,100,78,127,239,205,261,124,sample_1378
129,239,113,372,428,101,215,164,97,80,125,245,213,264,124,sample_1379
127,236,109,368,428,107,210,164,109,82,129,242,213,272,122,sample_1380
119,236,105,364,422,107,210,172,100,86,121,236,201,261,124,sample_1381
121,233,105,366,428,104,210,172,97,82,125,236,205,264,122,sample_1382
127,239,105,368,424,98,215,172,97,78,127,239,205,262,122,sample_1383
127,239,105,366,426,104,210,168,106,86,121,236,209,264,124,sample_1384
123,239,105,372,424,101,215,159,100,78,127,239,213,261,122,sample_1385
127,242,105,366,422,107,210,172,106,86,121,236,213,266,124,sample_1386
127,233,105,361,424,110,210,172,112,82,125,239,205,262,124,sample_1387
119,239,109,370,424,104,210,164,112,86,123,239,205,266,122,sample_1388
129,245,101,364,426,104,210,164,106,82,127,242,213,264,122,sample_1389
125,233,109,370,424,107,215,164,100,80,129,236,205,261,124,sample_1390
119,236,105,364,428,107,210,176,106,86,127,242,213,264,124,sample_1391
125,236,113,370,428,104,215,168,100,80,127,236,213,262,124,sample_1392
121,239,105,366,426,104,210,172,103,86,125,239,205,264,122,sample_1393
127,239,109,372,426,101,210,168,100,80,127,239,209,262,124,sample_1394
123,236,105,364,424,107,215,164,112,86,125,236,213,270,124,sample_1395
121,236,105,362,422,104,210,172,109,82,125,239,205,264,124,sample_1396
127,239,113,372,424,104,215,168,97,78,125,239,205,262,124,sample_1397
127,239,109,372,426,101,210,172,100,78,129,245,213,262,124,sample_1398
125,239,109,372,426,101,215,172,103,78,125,236,209,261,124,sample_1399
125,239,109,372,422,101,215,168,97,80,123,239,209,262,124,sample_1400
127,242,109,372,428,107,210,164,109,84,129,236,209,264,122,sample_1401
125,239,105,372,426,98,215,168,100,80,127,239,205,262,124,sample_1402
125,239,105,372,428,98,215,168,100,80,129,239,205,261,124,sample_1403
125,236,113,370,426,98,215,164,97,82,129,236,205,262,124,sample_1404
125,239,105,372,426,98,215,168,100,82,129,239,213,262,124,sample_1405
125,236,105,370,428,107,210,164,106,82,127,245,205,266,122,sample_1406
125,239,109,370,424,104,215,164,103,80,125,239,209,262,124,sample_1407
123,233,105,361,426,98,210,168,106,86,119,239,205,261,124,sample_1408
129,236,105,361,426,104,210,172,106,84,125,236,201,262,124,sample_1409
119,236,105,362,428,107,210,172,97,82,121,233,205,266,124,sample_1410
127,242,109,364,428,104,210,172,109,80,127,242,205,272,122,sample_1411
125,239,105,372,428,98,215,176,106,78,129,239,213,262,124,sample_1412
123,239,105,372,428,104,210,168,106,80,129,239,205,262,124,sample_1413
119,239,109,364,424,104,215,172,106,84,125,236,205,266,124,sample_1414
119,242,109,368,422,107,210,172,109,86,119,233,213,270,122,sample_1415
123,236,113,366,422,107,210,172,109,82,123,233,205,262,124,sample_1416
125,239,101,364,428,104,210,164,109,82,127,245,213,272,122,sample_1417
119,239,109,361,428,98,215,172,103,86,123,236,205,270,124,sample_1418
125,242,109,372,424,101,215,172,103,80,127,236,209,261,124,sample_1419
125,242,101,364,428,104,210,159,109,80,129,239,205,272,122,sample_1420
127,245,105,362,428,104,210,164,109,84,129,245,209,268,122,sample_1421
127,239,109,370,428,107,215,168,97,82,127,239,205,261,124,sample_1422
127,245,105,364,426,104,210,172,106,82,129,242,213,272,124,sample_1423
125,239,105,372,424,101,215,168,100,78,127,239,205,261,124,sample_1424
123,242,105,370,428,101,210,168,103,78,125,239,209,261,124,sample_1425
119,236,109,362,422,104,210,168,103,84,125,236,205,261,124,sample_1426
125,236,109,368,428,101,215,168,106,78,123,239,209,261,124,sample_1427
121,236,105,364,422,107,210,172,97,86,119,236,205,264,124,sample_1428
125,236,109,370,426,101,215,168,97,80,127,239,205,261,124,sample_1429
123,239,105,372,424,107,215,168,100,80,125,239,213,261,124,sample_1430
123,239,113,370,426,101,210,164,103,82,125,239,205,261,124,sample_1431
125,239,109,372,426,101,215,168,106,80,125,239,209,261,124,sample_1432
121,236,101,362,428,104,215,172,112,82,125,236,205,261,124,sample_1433
127,239,105,370,428,101,215,159,97,80,127,239,205,261,122,sample_1434
129,239,109,372,426,101,215,168,100,80,127,239,209,264,122,sample_1435
129,239,105,370,426,104,215,164,97,80,127,233,205,261,124,sample_1436
129,236,109,372,426,104,215,172,103,78,125,239,209,262,124,sample_1437
119,233,101,368,426,107,215,172,97,84,125,239,213,262,124,sample_1438
127,236,113,364,428,101,210,159,103,84,123,239,205,264,122,sample_1439
123,233,113,366,428,107,215,172,103,86,125,239,213,262,124,sample_1440
127,236,105,364,426,107,210,172,97,86,125,242,201,262,124,sample_1441
129,245,109,366,424,104,210,164,109,82,125,236,209,272,122,sample_1442
123,236,109,366,428,107,215,172,97,86,123,239,213,264,122,sample_1443
121,233,113,368,428,107,215,172,109,82,125,236,209,264,122,sample_1444
129,242,109,364,428,104,210,164,112,82,125,233,213,272,122,sample_1445
121,236,105,364,422,98,210,168,112,82,121,239,201,264,124,sample_1446
129,239,113,370,422,104,215,168,97,78,125,239,205,264,124,sample_1447
121,239,105,370,424,101,215,172,103,80,129,239,205,261,124,sample_1448
123,236,109,364,422,107,215,159,109,82,125,236,213,264,122,sample_1449
129,239,105,370,426,101,215,164,100,80,127,239,209,262,124,sample_1450
129,239,105,364,428,104,210,172,112,84,125,236,213,264,122,sample_1451
129,239,109,370,422,107,215,164,100,78,127,242,213,261,122,sample_1452
127,242,105,372,428,107,215,172,106,80,127,239,213,261,124,sample_1453
125,236,109,370,426,98,215,176,100,78,125,239,213,264,124,sample_1454
123,242,101,362,422,104,215,168,106,84,123,236,209,270,124,sample_1455
119,233,113,364,428,107,215,172,103,86,121,233,201,270,124,sample_1456
123,239,109,372,422,104,215,168,100,78,129,239,213,261,124,sample_1457
129,245,109,370,426,101,215,176,100,82,127,239,205,262,124,sample_1458
125,242,105,372,428,104,215,164,109,82,129,245,209,272,124,sample_1459
125,245,113,372,422,104,210,168,100,78,127,239,205,261,124,sample_1460
125,236,105,364,428,107,215,164,100,82,129,245,213,262,124,sample_1461
127,233,101,372,426,104,215,164,103,80,129,242,209,272,122,sample_1462
125,242,105,370,422,98,215,168,97,82,123,239,205,261,122,sample_1463
127,236,113,364,426,104,210,172,106,86,123,236,205,261,122,sample_1464
127,242,101,364,428,110,210,164,109,80,129,236,205,262,122,sample_1465
129,242,109,368,428,104,215,172,109,82,127,242,209,262,122,sample_1466
127,242,105,370,428,104,210,164,109,82,129,236,209,270,122,sample_1467
119,239,109,370,426,107,215,172,97,86,125,239,205,261,122,sample_1468
123,233,105,362,428,98,215,168,106,84,119,236,201,266,124,sample_1469
125,245,109,368,428,98,215,168,100,78,125,239,209,262,124,sample_1470
129,245,101,364,426,101,210,164,109,84,127,245,213,270,122,sample_1471
123,239,109,364,422,107,210,172,106,86,123,239,205,262,124,sample_1472
125,245,109,368,428,110,210,168,106,82,127,245,209,266,122,sample_1473
121,233,105,364,422,107,210,176,109,82,123,236,209,270,124,sample_1474
129,239,109,372,428,104,215,172,103,78,127,242,209,261,122,sample_1475
123,236,109,368,428,107,210,176,106,86,121,242,205,266,124,sample_1476
121,239,105,362,426,110,210,172,112,84,119,236,205,270,124,sample_1477
121,242,105,366,428,101,210,172,106,82,121,236,205,268,122,sample_1478
123,236,101,361,422,98,210,159,103,86,125,239,205,261,124,sample_1479
129,245,101,366,426,107,215,164,109,82,127,236,213,272,122,sample_1480
119,233,113,364,422,101,210,172,106,84,125,236,205,261,122,sample_1481
123,239,105,362,422,107,210,172,97,82,121,239,213,264,122,sample_1482
119,239,109,364,424,110,210,172,106,84,121,239,205,262,122,sample_1483
119,242,113,364,426,107,210,172,106,86,125,239,209,264,124,sample_1484
127,236,101,370,426,107,210,164,106,82,127,233,209,262,122,sample_1485
127,239,109,370,426,101,215,172,106,80,127,242,205,262,124,sample_1486
127,239,109,372,424,101,215,172,100,78,123,239,209,261,124,sample_1487
123,245,105,368,428,101,215,168,100,78,125,239,205,262,122,sample_1488
125,245,101,364,424,101,215,172,112,82,125,239,213,270,122,sample_1489
127,239,105,368,422,104,215,172,97,80,123,239,205,262,124,sample_1490
125,239,105,372,426,101,215,172,100,82,129,239,205,262,124,sample_1491
121,239,105,370,424,104,215,172,100,82,129,242,205,261,124,sample_1492
127,242,105,362,426,107,210,164,106,82,125,233,209,262,122,sample_1493
129,242,109,372,428,110,210,164,97,80,129,245,209,272,122,sample_1494
121,239,109,368,428,107,210,172,106,86,123,233,209,262,124,sample_1495
119,239,101,364,426,104,210,176,112,86,119,239,213,268,124,sample_1496
119,239,109,362,426,107,215,172,112,80,121,236,201,261,122,sample_1497
129,239,109,372,424,107,215,168,100,80,129,239,205,261,124,sample_1498
121,239,109,370,428,104,215,168,100,80,127,233,205,261,124,sample_1499
125,242,109,364,428,104,210,168,109,84,125,245,213,272,122,sample_1500
123,242,101,364,426,110,215,168,109,82,123,233,205,266,122,sample_1501
129,236,101,366,428,104,210,164,106,82,129,245,209,268,122,sample_1502
125,239,113,372,428,101,215,168,100,80,125,242,205,261,124,sample_1503
121,236,105,362,428,110,210,172,97,86,123,236,213,264,122,sample_1504
125,239,113,362,426,104,210,164,106,86,125,239,201,266,124,sample_1505
125,236,105,372,428,101,210,164,97,80,125,239,213,262,124,sample_1506
121,245,109,372,424,101,215,168,106,82,125,236,213,261,124,sample_1507
129,239,101,362,428,107,210,168,112,82,129,233,209,268,122,sample_1508
121,242,105,372,428,104,215,172,100,80,125,239,205,264,124,sample_1509
119,236,101,370,426,107,210,164,109,80,121,233,209,268,122,sample_1510
127,236,109,364,428,107,210,172,106,82,127,236,205,268,124,sample_1511
119,236,105,364,428,104,215,172,109,86,121,236,209,264,124,sample_1512
125,242,105,364,428,104,210,164,106,82,127,245,213,272,124,sample_1513
119,236,113,364,424,101,215,172,106,86,119,239,205,262,122,sample_1514
123,236,109,364,422,104,210,172,106,80,123,233,209,266,124,sample_1515
129,239,109,372,426,101,215,168,103,82,125,239,213,261,124,sample_1516
121,236,105,364,428,107,215,172,109,84,125,236,201,261,122,sample_1517
123,233,105,364,428,107,210,164,109,86,121,233,213,262,122,sample_1518
123,239,105,370,422,110,210,159,97,84,123,236,201,266,122,sample_1519
121,236,109,362,426,98,210,164,106,82,129,236,213,264,122,sample_1520
129,239,105,370,424,101,215,176,100,80,127,242,209,262,124,sample_1521
125,245,105,372,426,104,210,164,109,82,127,242,213,262,122,sample_1522
121,236,105,368,424,107,210,172,103,86,121,239,201,264,122,sample_1523
127,245,105,366,426,104,210,164,103,82,127,245,209,270,122,sample_1524
119,236,105,364,422,104,210,172,106,86,121,236,213,262,122,sample_1525
125,245,105,364,424,101,210,164,109,82,127,236,213,272,122,sample_1526
125,233,113,370,424,104,215,168,97,82,123,239,205,264,124,sample_1527
125,239,109,372,426,98,215,172,103,78,123,239,213,264,124,sample_1528
121,236,113,366,426,98,210,172,97,86,125,236,205,261,124,sample_1529
127,236,105,372,428,101,215,168,97,82,127,242,205,261,124,sample_1530
121,242,113,364,422,104,210,172,106,84,121,236,205,266,124,sample_1531
127,239,109,370,426,101,215,168,106,82,129,236,209,262,124,sample_1532
129,236,109,372,426,104,210,172,103,80,125,239,209,261,124,sample_1533
119,236,101,362,426,101,210,164,106,86,123,239,205,262,124,sample_1534
129,242,105,372,426,107,210,164,97,82,129,242,213,272,122,sample_1535
119,239,105,364,428,104,210,164,109,80,121,239,205,268,124,sample_1536
119,233,113,362,426,107,210,168,100,82,125,239,209,264,124,sample_1537
127,245,105,364,424,107,210,164,109,82,127,242,205,268,122,sample_1538
129,236,105,364,426,107,215,159,112,82,127,245,213,272,122,sample_1539
125,242,101,364,424,107,210,164,109,80,127,236,205,272,122,sample_1540
127,242,101,364,428,104,210,164,109,82,129,233,205,270,122,sample_1541
127,236,105,372,424,101,215,168,103,80,129,236,213,262,124,sample_1542
129,239,105,370,428,104,210,168,100,78,129,245,205,261,124,sample_1543
119,233,113,364,422,107,210,159,106,86,123,233,213,268,124,sample_1544
125,242,105,364,428,104,215,164,109,80,127,245,209,262,122,sample_1545
119,239,109,370,426,107,210,159,106,82,125,239,209,270,124,sample_1546
125,239,105,370,426,104,215,168,106,80,127,236,209,261,124,sample_1547
119,239,105,364,424,110,215,172,112,86,125,239,201,262,122,sample_1548
123,242,105,364,424,107,210,172,106,84,121,236,209,264,124,sample_1549
125,242,101,364,426,101,210,159,109,82,129,236,209,272,122,sample_1550
129,245,101,372,428,107,210,164,109,80,127,245,213,272,122,sample_1551
129,239,101,366,428,104,210,164,97,84,129,242,209,264,122,sample_1552
119,236,105,370,422,104,210,172,97,86,125,236,205,270,124,sample_1553
123,242,109,364,424,98,210,168,109,82,121,236,205,264,122,sample_1554
129,245,105,364,424,101,210,164,109,82,127,245,209,272,122,sample_1555
121,236,113,364,424,104,210,164,106,84,121,239,213,270,124,sample_1556
121,233,109,362,424,110,210,176,109,82,127,233,205,264,122,sample_1557
119,242,113,364,422,104,210,172,100,80,121,239,205,270,124,sample_1558
125,245,105,372,428,110,210,164,109,84,127,242,205,264,122,sample_1559
127,233,105,368,422,101,215,159,100,82,123,239,213,261,124,sample_1560
123,242,105,362,428,104,215,172,109,86,125,233,213,264,122,sample_1561
127,242,101,372,428,110,210,159,103,82,125,239,213,272,122,sample_1562
123,239,109,372,424,101,215,164,106,78,123,236,213,261,124,sample_1563
129,245,101,364,424,110,210,164,109,80,127,233,209,264,122,sample_1564
119,239,109,364,424,107,215,172,103,86,121,233,209,270,124,sample_1565
123,236,105,361,422,104,215,172,109,82,123,239,205,264,124,sample_1566
129,239,109,370,426,104,215,172,100,80,129,236,213,261,124,sample_1567
129,245,101,364,424,98,215,164,112,82,125,242,213,262,122,sample_1568
127,236,101,364,428,107,210,164,109,82,127,242,213,266,122,sample_1569
119,236,105,370,426,98,210,172,106,86,121,233,205,268,124,sample_1570
